,job_title,company_name,location,salary,job_desc
9,Senior Software Engineer,Torii,Melbourne City Centre VIC,"$120,000 - $160,000 a year","An exceptional understanding of Internet service architectures, including microservice and API design, infrastructure provisioning methods, data storage and…"
0,Continuous Improvement Engineer,Blackbook Executive,Melbourne VIC,,"Reporting to the Process and Compliance Manager, this role is responsible for trouble shooting, problem solving and analysis of data to improve processes across…"
1,Network Security Engineer,Red Resources,Melbourne VIC,$700 a day,"Hands-on role working as a Firewall Specialist within a team focused on Palo Alto Next Generation firewalls design, staging, configuration and migration from a…"
2,NVH CAE Engineer,Invenio Pty. Ltd.,Box Hill VIC,,"Analyse test data and use observation to draw correct conclusions from the tests.
Work closely with the senior occupant engineers, the structural CAE safety…"
3,Delivery Engineer - Appian,Divy Associates,Melbourne VIC,,"Have knowledge in developing components such as complex and nested data store, SAIL interfaces, query rules and integrations.
Must have an Appian A-Score of 2."
4,"Senior Operations Manager, JUMP",Uber,Port Melbourne VIC,,"Collaborate - operations will need to collaborate with data scientists, communications and marketing, engineers, supply chain professionals, HR, and other teams…"
5,"Cloud Security Engineer (AWS, Identity Management, OKTA)",cbus,Melbourne VIC,,"Cryptography controls and underlying concepts to secure data experience.
As a part of our Enterprise Technology Transformation Programme, our cloud solution is…"
6,Maintenance Manager | Agribusiness | Adelaide,Agri Labour Australia Pty Ltd,Melbourne VIC,,"Interpreting technical drawings, schematics and reports, you will also undertake research and analyse production design proposal specifications, manuals and…"
7,Software Engineer - Web Development,HAYS,Melbourne City Centre VIC,,"Based in the Melbourne CBD, your new company is committed to delivering exciting and cutting-edge projects covers key specialisms including: software…"
8,Network Security Engineer,Michael Page,Melbourne VIC,,"Ability to analyse patterns of security events from firewalls, IDS, IPS, SIEM and other security data sources.
Our Client is a global consulting organsation."
9,Facilities Engineer,Mission Critical Recruitment,Melbourne VIC,"$140,000 - $150,000 a year",Mission Critical Recruitment are seeking 2 trades qualified service or facilities engineers to work on site at a large and complex data centre facility.
0,Systems Engineer / Administrator,Talent International,Melbourne VIC,"$90,000 - $110,000 a year","Join our client, a leading Melbourne institution, on their large Data Centre re networking program.
You will be part of an established, fun team and focus on…"
1,Quality and Process Engineer - Melton,Workforce International,Melbourne Western Suburbs VIC,,"Advance data analysis and synthesis.
Analytical: Able to critically examine various data and make sound conclusions and recommendations."
2,Senior UI/UX Engineer,Kmart,Melbourne VIC,,"Experience designing, implementing and supporting microservices with amazing abilities presenting complex data delivered by an API in a usable fashion;"
3,Security Architect,REA Group,Melbourne VIC,,"Skilled in systems and data forensics.
Lean and agile working environment with investment in new and emerging technology.
Commitment to closing the gender gap."
4,Quality Advisor - 12 Months FTC,Jetstar,Tullamarine VIC,,Managing the Jetstar AMO A321F authorisation process and ensuring engineers comply with CASR Part 66 & 145 licence approval requirements.
5,Embedded Software Engineer,Relectrify,Abbotsford VIC,,"You will work alongside an experienced software engineer.
The role has opportunities to extend up the stack into areas of data logging, web development and data…"
6,DevOps Engineer (Cloud),Adaps,Melbourne VIC,,"Software Development of and running of developer tools and services (including UI, APIs and data components).
3+ years working in with public cloud (AWS/Azure),…"
7,Salesforce Engineer,IT Alliance Australia,Melbourne VIC,,"We are looking for the following Skills/Experience:
Technical proficiency with the Salesforce platform.
Create and physically configure customized structure for…"
9,Asset Engineer,HAYS,Melbourne City Centre VIC,,"You will also have strong communication skills, both written and verbal as well as strong data analytical skills.
What you'll need to succeed."
1,Network Engineer - Defence,Ignite Specialist Recruitment Services,Melbourne VIC,$600 - $800 a day,"Senior level data networking experience - Cisco.
Join a large government firm based in either Melbourne or Adelaide on an initial 5-6 month term starting asap,…"
2,DevOps Engineer,Pactera Technologies Australia,Melbourne VIC,,"Join a great team and work with likeminded engineers.
Collaborate with the team to improve engineering tools, systems, procedures, and data security."
3,Azure Cloud Engineer,Correlate Resources,Melbourne VIC,"$800 - $1,000 a day","You'll need to have at least three to five years' experience as a cloud data architect leveraging related Azure data services.
THE SKILLS YOU WILL NEED."
4,Service Technician,Adecco,Melbourne VIC,,"Assist production engineer as required.
Enter, record and maintain data for all production and customer repairs in accordance with the quality system."
6,Windows Patch Management Engineer,Chandler Macleod,Melbourne VIC,,"Create and maintain reports for patch compliance and system audit data.
Our client an international healthcare provisioning and multi-insurance group is…"
8,Senior Systems Engineer - Sharepoint / O365,Talent International,Melbourne VIC,,"Perform data migrations from a variety of sources to Sharepoint and OneDrive.
This high-profile Melbourne institution are currently transitioning from Google to…"
9,Full Stack Developer - Melbourne,Spark Recruitment,Melbourne VIC,"$90,000 - $120,000 a year","Strong competencies in data structures, algorithms, object-oriented and software design.
As a software engineer you will help our client deliver the features…"
0,Senior Engineer,Viiew,Melbourne VIC,,"For us, intelligent means data driven, connected, digital, and secure.
Viiew specialise in workforce-as-a-solution services, allowing clients the flexibility to…"
2,Customer Delivery Coordinator,Vocus Group,Melbourne VIC,,"Administration skills including data entry.
We built the network thanks to our own team of highly skilled fibre engineers.
We empower our people to Do it."
3,Infrastructure Support Engineer,Greythorn,Melbourne VIC,,"Career Progression and Endless Opportunities.
Currently seeking an Infrastructure Support Engineer working in Melbourne's CBD with one of Australia's Largest…"
4,Senior Operations Manager,Spin,Melbourne VIC,,"Analytical background: you can mold and understand data to drive action and results.
Based in San Francisco, Spin is a diverse team of engineers, designers,…"
5,Finance Analyst - Ford Motor Company,Michael Page,Melbourne VIC,,"Dealing with large quantities of data.
Proficient in Microsoft Excel and experience in manipulating large data sets.
Process oriented and attention to detail."
7,Senior Test Engineer,Adaps,Melbourne VIC,,"Looking for someone who can assist the Manager, Quality Engineering and Senior Consultant to Identify initiatives that may impact TDM."
9,Senior Software Engineer (DevOps & Automation),NAB - National Australia Bank,Melbourne VIC,,"Work closely with the technical leadership, asset designers and data consulting team to determine platform requirements and priorities."
0,Business Analyst,Reesby IT,Melbourne VIC,"$80,000 - $120,000 a year","Good knowledge of data visualization techniques and tools.
Significant experience in analysing data to draw business-relevant conclusions."
1,Member Services Representative,HAYS,Melbourne City Centre VIC,"$55,000 a year","New temp role for a member service sales gun!
Great opportunity to work within a well respected organisation.
What you'll need to succeed."
2,"Business Development Engineer VIC , TAS , SA",talent focus,Melbourne City Centre VIC,,"Record and maintain client contact data.
Grow from a technical to a business role.
Our global client is a strong player in electrical engineering equipment and…"
